"Country","State.Region","City","Meetup","Twitter","Email","Facebook","Instagram","LinkedIn","Periscope","Youtube","GitHub","Website","Slack","Current_Organizers","Former_Organizers","Status"
"Switzerland",NA,"Lausanne","https://www.meetup.com/rladies-lausanne/","https://twitter.com/RLadiesLausanne","rladieslausanne@gmail.com","https://www.facebook.com/RLadiesLausanne/",NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_lausanne","https://rladieslausanne.github.io/",NA,"Ninon Mounier, Liza Darrous",NA,"Retired on 12-02-2022"
"Switzerland",NA,"Zurich","https://www.meetup.com/rladies-zurich/",NA,"zurich@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Lisa-Christina Winter, Luisa Barbanti, Seraphina Kissling",NA,"Active"
"Taiwan",NA,"Taipei","https://www.meetup.com/rladies-taipei/",NA,"taipei@rladies.org","https://www.facebook.com/groups/twrladies",NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_taipei",NA,NA,"Juyin Tang, Chiayi Yen, Ning Chen",NA,"Active"
"Tunisia",NA,"Tunis","https://www.meetup.com/rladies-tunis/",NA,"tunis@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Haifa Ben Messaoud","Hédia Tnani, Mouna Belaid","Active"
"Turkey",NA,"Ankara","https://www.meetup.com/rladies-ankara/",NA,"ankara@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Mubina Ipek",NA,"Active"
"Turkey",NA,"Eskisehir","https://www.meetup.com/rladies-eskisehir","https://twitter.com/RLadiesEskisehR","eskisehir@rladies.org",NA,NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_eskisehir",NA,NA,"Bet<fc>l KAN KILIN<c7>",NA,"Active"
"Turkey",NA,"Istanbul","https://www.meetup.com/rladies-istanbul/","https://twitter.com/RLadiesIstanbul","istanbul@rladies.org",NA,NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_istanbul",NA,NA,"Hazel Kavili",NA,"Active"
"Turkey",NA,"Izmir","https://www.meetup.com/rladies-izmir/","https://twitter.com/RLadiesIzmir","izmir@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Jane Pruszkowski","Necla Kayaalp, Sezer Bozkus Kahyaoglu","Active"
"Turkey",NA,"Karab<fc>k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cansu Uzunsimsek",NA,"Prospective"
"Turkey",NA,"Mersin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gizem Akkus",NA,"Prospective"
"Uganda",NA,"Kampala",NA,"https://twitter.com/Rladieskampala","kampala@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Aine Lorna Maria, Shakirah Nakalungi",NA,"Prospective"
"Ukraine",NA,"Kyiv","https://www.meetup.com/rladies-kyiv/",NA,"kyiv@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Iaroslava Mizai, Tamara Koliada",NA,"Active"
"Ukraine",NA,"Lviv","https://www.meetup.com/rladies-lviv/",NA,"lviv@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Mariia Koliada",NA,"Active"
"United Arab Emirates",NA,"Dubai",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lakshmi Krishnamurthy",NA,"Prospective"
"United Kingdom",NA,"Cambridge","https://www.meetup.com/rladies-cambridge/","https://twitter.com/RLadiesCam","cambridge@rladies.org",NA,NA,NA,NA,NA,NA,"http://rladies.org.uk/",NA,"Alexia Cardona",NA,"Active"
"United Kingdom",NA,"Coventry","https://www.meetup.com/rladies-coventry/",NA,"coventry@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Marion Coumel, Sophie Hardy",NA,"Active"
"United Kingdom",NA,"Edinburgh","https://www.meetup.com/rladies-edinburgh/","https://twitter.com/RLadiesEdinb","edinburgh@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Karim Rivera, Alicia Forsberg",NA,"Active"
"United Kingdom",NA,"Exeter","https://www.meetup.com/rladies-exeter/",NA,"exeter@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Raluca Popp",NA,"Retired on 09-04-2020"
"United Kingdom",NA,"Glasgow","https://www.meetup.com/rladies-glasgow/",NA,"glasgow@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Kate Pyper",NA,"Active"
"United Kingdom",NA,"Lancaster","https://www.meetup.com/rladies-lancaster/","https://twitter.com/RLadiesLancs","lancaster@rladies.org",NA,NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_lancaster",NA,NA,"Rhian Davies",NA,"Active"
"United Kingdom",NA,"Liverpool","https://www.meetup.com/rladies-liverpool/","https://twitter.com/RLadiesLivUK","liverpool@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Diana Iserazo",NA,"Retired on 01-04-2020"
"United Kingdom",NA,"London","https://www.meetup.com/rladies-london/","https://twitter.com/RLadiesLondon","london@rladies.org",NA,NA,NA,"https://www.periscope.tv/RLadiesLondon",NA,"https://github.com/rladies/meetup-presentations_london",NA,NA,"Claudia Vitolo, Hannah Frick, Grace Meyer, Kasia Kulma, Agnes Salanki, Emma Vestesson",NA,"Active"
"United Kingdom",NA,"Loughborough","https://www.meetup.com/rladies-loughborough/","https://twitter.com/RLadiesLboro","loughborough@rladies.org",NA,NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_loughborough",NA,NA,"Theresa Elise Wege, Kerry Rosenthal, Steph Farley",NA,"Retired on 04-04-2020"
"United Kingdom",NA,"Manchester","https://www.meetup.com/rladies-manchester/","https://twitter.com/RLadiesManchest","manchester@rladies.org",NA,NA,NA,NA,NA,"https://github.com/RLadiesManchester",NA,NA,"Ellen Talbot, Bethan Blakeley",NA,"Active"
"United Kingdom",NA,"Newcastle","https://www.meetup.com/rladies-newcastle/",NA,"newcastle@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Jessica Ward, Friederike Bolam, Louise Mair, Danielle Turton, Lauren Ackerman, Aoife O'Neill",NA,"Active"
"United Kingdom",NA,"Oxford","https://www.meetup.com/rladies-oxford/",NA,"oxford@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Punam Amratia, Kasia Kedzierska, Fran Reynolds, Varshita Sher",NA,"Active"
"United Kingdom",NA,"Reading","https://www.meetup.com/rladies-reading/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Emmanuelle Nunes",NA,"Active"
"United Kingdom",NA,"Sheffield",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harriet AB Patrick",NA,"Prospective"
"United Kingdom",NA,"St. Andrews",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chia Liu",NA,"Prospective"
"United Kingdom",NA,"Wigan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kate Moody",NA,"Prospective"
"Uruguay",NA,"Montevideo","https://www.meetup.com/rladies-montevideo/","https://twitter.com/RLadiesMVD","montevideo@rladies.org","https://www.facebook.com/RLadiesMVD/",NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_montevideo",NA,NA,"Daniela V<e1>zquez, Natalia da Silva, Mar<ed>a In<e9>s Fariello, Paula Pereda",NA,"Active"
"USA","Alabama","Montgomery","https://www.meetup.com/rladies-montgomery/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rachel Ramirez",NA,"Retired on 29-09-2019"
"USA","Arizona","Tucson","https://www.meetup.com/rladies-tucson-az/","https://twitter.com/RLadiesTucson","tuscon@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Amy Margaret Banka","Adriana Picoral","Active"
"USA","Arkansas","Fayetteville","https://www.meetup.com/rladies-fayetteville/",NA,"fayetteville@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Morgan Middlebrooks",NA,"Active"
"USA","Arkansas","Little Rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kristi Toblesky",NA,"Prospective"
"USA","California","Arcata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shannon Boyle",NA,"Prospective"
"USA","California","Bakersfield",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manali Gadre",NA,"Prospective"
"USA","California","Davis",NA,NA,NA,NA,NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_newcastle",NA,NA,"Meghan Klasic, Michaela C Debolt",NA,"Prospective"
"USA","California","Irvine","https://www.meetup.com/rladies-irvine/","https://twitter.com/RLadiesIrvine","irvine@rladies.org",NA,NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_irvine","http://www.rladiesirvine.org/","http://bit.ly/SoCal-RUG-Slack","Alyssa Columbus, Linda Palmer, Madeline Bauer",NA,"Active"
"USA","California","Los Angeles","https://www.meetup.com/rladies-la/","https://twitter.com/RLadiesLA","la@rladies.org",NA,NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_la",NA,NA,"Katie Leap, Amanda Tilot",NA,"Active"
"USA","California","Merced",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Andrea S<e1>nchez-Tapia",NA,"Prospective"
"USA","California","Pasadena","https://www.meetup.com/rladies-pasadena/",NA,"pasadena@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Gail Peretsman-Clement, Zhi Yang, Donna Wrublewski",NA,"Active"
"USA","California","Riverside","https://www.meetup.com/rladies-riverside/","https://twitter.com/RLadiesRiversd","riverside@rladies.org",NA,NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_riverside",NA,NA,"Teresa Bohner, Marilia Gaiarsa, Daniela Cassol",NA,"Active"
"USA","California","San Diego","https://www.meetup.com/rladies-san-diego/","https://twitter.com/RLadiesSanDiego","sandiego@rladies.org","https://www.facebook.com/groups/rladiessandiego/",NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_sandiego",NA,NA,"Juliana Capitanio, Viola Glenn, Elke Patton",NA,"Active"
"USA","California","San Francisco","https://www.meetup.com/rladies-san-francisco/","https://twitter.com/RladiesSF","sf@rladies.org",NA,NA,NA,"https://www.periscope.tv/RLadiesSF/",NA,"https://github.com/rladies/meetup-presentations_sanfrancisco",NA,NA,"Gabriela de Queiroz, Erin LeDell, Ciera Martinez",NA,"Active"
"USA","California","Santa Barbara","https://www.meetup.com/rladies-santa-barbara/","https://twitter.com/RLadiesSB","santabarbara@rladies.org",NA,NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_santabarbara",NA,NA,"Julia Stewart Lowndes, Allison Horst, Jamie Afflerbach, Juliette Verstaen, Sam Csik, An Bui",NA,"Active"
"USA","California","Santa Cruz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kate Kelsey",NA,"Prospective"
"USA","Colorado","Boulder","https://www.meetup.com/rladies-boulder/","https://twitter.com/RLadiesBoulder","boulder@rladies.org",NA,NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_boulder",NA,NA,"Lisa Moller, Courtney Van Den Elzen, Leigh Alexander, Marta Jankowska",NA,"Active"
"USA","Colorado","Denver","https://www.meetup.com/rladies-denver/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erin Hodgess, Evangeline Reynolds, Meghan Sposato",NA,"Active"
"USA","Colorado","Fort Collins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Katie Willi,Caitlin Mothes",NA,"Prospective"
"USA","Connecticut","Hartford","https://www.meetup.com/rladies-connecticut/","https://twitter.com/RLadiesCT","hartford@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Erica Holdridge, Jasmine Dumas",NA,"Retired on 01-04-2020"
"USA","Connecticut","New Haven",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Josephine Ankrah, Xinran Wang",NA,"Prospective"
"USA","Florida","Fort Pierce","https://www.meetup.com/rladies-fort-pierce/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jessica Glanz",NA,"Active"
"USA","Florida","Gainesville","https://www.meetup.com/rladies-gainesville/","https://twitter.com/RLadiesGNV","gainesville@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Geraldine Klarenberg, Javiera Rudolph, Kristen Sauby",NA,"Active"
"USA","Florida","Jacksonville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Camille Knepper",NA,"Prospective"
"USA","Florida","Miami","https://www.meetup.com/rladies-miami/","https://twitter.com/RLadiesMiami","miami@rladies.org",NA,NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_miami",NA,NA,"Laura Gabrysiak G<f3>mez, Catalina Arango, Layla Bouzoubaa",NA,"Active"
"USA","Florida","Orlando","https://www.meetup.com/rladies-orlando/","https://twitter.com/RLadiesOrlando","orlando@rladies.org",NA,NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_orlando",NA,NA,"Kathy Joshi, Vanessa Eaton",NA,"Active"
"USA","Florida","Sarasota","https://www.meetup.com/rladies-sarasota/","https://twitter.com/RLadiesSarasota","sarasota@rladies.org",NA,NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_sarasota",NA,NA,"Fanny Chow",NA,"Retired on 01-04-2020"
"USA","Florida","Tallahassee","https://www.meetup.com/rladies-tallahassee/","https://twitter.com/RLadiesTLH","tallahassee@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Abimbola Sanusi, Beck",NA,"Prospective"
"USA","Florida","Tampa","https://www.meetup.com/rladies-tampa/","https://twitter.com/RLadiesTampa","tampa@rladies.org",NA,NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_tampa",NA,NA,"Gina Griffin, Saarah Kison, Nik Ford, Heidi Bissell",NA,"Active"
"USA","Georgia","Athens","https://www.meetup.com/rladies-athens-ga/",NA,NA,NA,NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_athens-ga",NA,NA,"Camila Livio Emidio",NA,"Active"
"USA","Georgia","Atlanta","https://www.meetup.com/rladies-atlanta/","https://twitter.com/RLadiesAtlanta","atlanta@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Melinda Higgins, Emilie Seena, Patricia Castro",NA,"Active"
"USA","Hawaii","Honolulu","https://www.meetup.com/rladies-honolulu/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Emily E. Conklin, Juliette Verstaen, Jayslen Serrano",NA,"Active"
"USA","Idaho","Moscow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adrienne Marshall",NA,"Prospective"
"USA","Illinois","Champaign",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marisa Ashley Smith",NA,"Prospective"
"USA","Illinois","Chicago","https://www.meetup.com/rladies-chicago/","https://twitter.com/RLadiesChicago","chicago@rladies.org",NA,NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_chicago",NA,NA,"Angela Li, Katherine Simeon, Amy Yang, Anne Corinne-Carroll, Ola Giwa, Caroline Williams, Sushmita Gopalan, Scarlett Winters, Aarthi Vemuri",NA,"Active"
"USA","Indiana","Bloomington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ana Isabel Bento",NA,"Prospective"
"USA","Indiana","South Bend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Myrthe Faber, Kelsey M. Reese",NA,"Prospective"
"USA","Indiana","West Lafayette","https://www.meetup.com/rladies-west-lafayette/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bee Redfield, Naomi Popkin, Jackie Getson",NA,"Active"
"USA","Iowa","Ames","https://www.meetup.com/rladies-ames/","https://twitter.com/RLadiesAmes","ames@rladies.org",NA,NA,NA,NA,NA,"https://github.com/rladies-ames",NA,NA,"Anabelle Laurent, Stephanie Reinders",NA,"Active"
"USA","Iowa","Cedar Rapids",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Laura Thomas",NA,"Prospective"
"USA","Iowa","Des Moines","https://www.meetup.com/rladies-des-moines/",NA,"desmoines@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Amanda Rae",NA,"Active"
"USA","Iowa","Iowa City","https://www.meetup.com/rladies-iowa-city/",NA,"iowacity@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Marie Ozanne, Anna Reisetter, Alexandra Curtis",NA,"Active"
"USA","Kentucky","Lexington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rebecca Jones",NA,"Prospective"
"USA","Kentucky","Louisville","https://www.meetup.com/rladies-louisville-ky/","https://twitter.com/RLadiesLouville","louisville@rladies.org",NA,NA,NA,NA,NA,"https://github.com/rladies/meetup-presentation_louisville",NA,NA,"Ann Holmes",NA,"Active"
"USA","Louisiana","New Orleans","https://www.meetup.com/rladies-new-orleans/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erin Cuyler, Danielle Oberdier",NA,"Active"
"USA","Maine","Portland","https://www.meetup.com/rladies-portland-maine/","https://twitter.com/RLadiesPortland","portland@rladies.org",NA,NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_portland",NA,NA,"Jennifer Fleck",NA,"Retired on 29-09-2019"
"USA","Maryland","Baltimore","https://www.meetup.com/rladies-baltimore/","https://twitter.com/RLadiesBmore","bmore@rladies.org",NA,NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_baltimore",NA,NA,"Stephanie Hicks, Margaret Taub, Rachel Sparklin",NA,"Active"
"USA","Maryland","Cambridge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lisa Ziegler",NA,"Prospective"
"USA","Maryland","Lexington Park","https://www.meetup.com/rladies-lexington-park/","https://twitter.com/RLadiesLexPark","lexingtonpark@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Linden McBride, Caitlin Eger, Cassie Gurbisz",NA,"Active"
"USA","Massachusetts","Boston","https://www.meetup.com/rladies-boston/","https://twitter.com/RLadiesBoston","boston@rladies.org",NA,NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_boston","https://rladies.github.io/Boston/",NA,"Marianna Foos, Maria Elena Morales, Phoebe Wong",NA,"Active"
"USA","Massachusetts","Northampton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paige Patrick",NA,"Prospective"
"USA","Massachusetts","Waltham",NA,NA,"waltham@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Ines Patop, Claire Pontbriand, Margarita Corral, Jasmine Quynh Le",NA,"Prospective"
"USA","Massachusetts","Wellesley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ally Kim",NA,"Prospective"
"USA","Michigan","East Lansing","https://www.meetup.com/rladies-east-lansing/","https://twitter.com/RLadiesELansing","eastlansing@rladies.org","https://facebook.com/rladieseastlansing",NA,NA,NA,NA,"https://github.com/rladies-eastlansing","https://rladies-eastlansing.github.io","https://rladies-eastlansing.slack.com","Janani Ravi, Kayla Johnson, Stephanie Hickey",NA,"Active"
"USA","Minnesota","Minneapolis-Saint Paul","https://www.meetup.com/rladies-tc/","https://twitter.com/RLadiesTC","minneapolis-saintpaul@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Christina Knudson, Kierstin Catlett",NA,"Active"
"USA","Missisippi","Ocean Springs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Megumi Oshima",NA,"Prospective"
"USA","Missisippi","Oxford",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mariana Strawn",NA,"Active"
"USA","Mississippi","Hattiesburg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Joy Smithson",NA,"Prospective"
"USA","Missouri","Kansas City","https://www.meetup.com/rladies-kansas-city/",NA,"kansascity@rladies.org",NA,NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_kansas-city",NA,NA,"Boryana Koseva, Anna Pechenina, Gabriela Cipriano",NA,"Active"
"USA","Missouri","Mid-Missouri","https://www.meetup.com/rladies-mid-mo/",NA,"mid-missouri@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Hope Snyder, Linda A. Landon, Krista Galyen",NA,"Active"
"USA","Missouri","Springfield","https://www.meetup.com/rladies-springfield/",NA,"springfieldmo@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Amber Gillenwaters",NA,"Retired on 29-09-2019"
"USA","Missouri","St.Louis","https://www.meetup.com/rladies-st-louis/","https://twitter.com/RLadiesSTL",NA,NA,NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_stlouis",NA,NA,"Jenine Harris",NA,"Active"
"USA","Montana","Bozeman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Allison Theobold",NA,"Prospective"
"USA","Nebraska","Lincoln",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gabriella Palomo, Lyndsie Wszola, Alexis Saltzman, Elise Thayer",NA,"Prospective"
"USA","Nevada","Las Vegas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maya Jaffe",NA,"Prospective"
"USA","New Jersey","Highland Park","https://www.meetup.com/rladies-highland-park/",NA,"highlandpark@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Michelle Stuart, Laura Fernandez Arroyo",NA,"Active"
"USA","New Mexico","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nicole Thompson",NA,"Prospective"
"USA","New York","Albany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rebecca Cowan",NA,"Prospective"
"USA","New York","Buffalo","https://www.meetup.com/rladies-buffalo/","https://twitter.com/RLadiesBuff","buffalo@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Lori Shepherd, Meghan Harris",NA,"Active"
"USA","New York","Ithaca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dena Jane Clink",NA,"Prospective"
"USA","New York","New York City","https://www.meetup.com/rladies-newyork/","https://twitter.com/RLadiesNYC","nyc@rladies.org",NA,NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_newyork","http://www.rladiesnyc.org/",NA,"Dorota Rizik, Soumya Kalra, Jacqueline Buros, Clara Wang",NA,"Active"
"USA","New York","Rochester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monica Javidnia",NA,"Prospective"
"USA","New York","Syracuse","https://www.meetup.com/rladies-syracuse/",NA,"syracuse@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Heather Kropp, Anna Talucci, Angeline Protacio, Anisha BharathSingh, Emily Halford",NA,"Active"
"USA","North Carolina","Charlotte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sheenu Abraham, Jessica Dunn",NA,"Prospective"
"USA","North Carolina","RTP (Research Triangle Park)","https://www.meetup.com/rladies-rtp/","https://twitter.com/RLadiesRTP","rtp@rladies.org",NA,NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_rtp",NA,NA,"Sheila Saia, Elaine McVey",NA,"Active"
"USA","Ohio","Cincinnati","https://www.meetup.com/rladies-cincinnati/","https://twitter.com/RLadiesCincy","cincinnati@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Renata Gerecke",NA,"Retired on 04-04-2020"
"USA","Ohio","Cleveland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shreya Louis, Megan Sheehan",NA,"Prospective"
"USA","Ohio","Columbus","https://www.meetup.com/rladies-columbus/","https://twitter.com/RLadiesColumbus","columbus@rladies.org",NA,NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_columbus",NA,NA,"Ezgi Karaesmen, Katie Sasso, Genelle Denzin",NA,"Active"
"USA","Ohio","Oxford","https://www.meetup.com/rladies-oxford-ohio",NA,"oxford-ohio@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Sandy Steiger, Skyler Perry",NA,"Active"
"USA","Oklahoma","Stillwater","https://www.meetup.com/rladies-stillwater/",NA,"stillwater@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Kay Bjornen, Danielle Kirsch",NA,"Active"
"USA","Oregon","Portland","https://www.meetup.com/rladies-pdx/","https://twitter.com/RLadiesPDX","pdx@rladies.org",NA,NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_portland",NA,NA,"Augustina Ragwitz, Deeksha Thati, Alison Presmanes Hill",NA,"Active"
"USA","Pennsylvania","Harrisburg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erin Feaser",NA,"Prospective"
"USA","Pennsylvania","Philadelphia","https://www.meetup.com/rladies-philly/","https://twitter.com/RLadiesPhilly","philly@rladies.org",NA,NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_philadelphia","http://www.rladiesphilly.org/",NA,"Michelle Chiu, Darina Chudnovskaya, Karla Fettich, Jessie Pluto, Jesika Saucedo, Chun Su, Alice Walsh",NA,"Active"
"USA","Pennsylvania","Pittsburgh",NA,NA,"pittsburgh@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Jane Kong, Elan Parsons",NA,"Prospective"
"USA","Pennsylvania","State College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elizabeth Eisenhauer",NA,"Prospective"
"USA","Rhode Island","Providence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sarah Eltinge",NA,"Prospective"
"USA","Tennessee","Memphis","https://www.meetup.com/rladies-memphis","https://twitter.com/RLadiesMemphis","memphis@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Scarlett Evans",NA,"Retired on 29-09-2019"
"USA","Tennessee","Nashville","https://www.meetup.com/rladies-nashville/","https://twitter.com/RLadiesNash","nashville@rladies.org",NA,NA,NA,NA,NA,"https://github.com/rladies-nashville",NA,NA,"Lucy D'Agostino McGowan, Mary van Valkenburg",NA,"Active"
"USA","Texas","Austin","https://www.meetup.com/rladies-austin/","https://twitter.com/RLadiesAustin","austin@rladies.org",NA,NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_austin",NA,NA,"Phanikumar Tata","Victoria Valencia, Caitlin Hudon","Active"
"USA","Texas","Dallas","https://www.meetup.com/rladies-dallas/","https://twitter.com/DallasRladies","dallas@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Sydeaka Watson",NA,"Active"
"USA","Texas","El Paso","https://www.meetup.com/rladies-el-paso/","https://twitter.com/RLadiesElPaso","elpaso@rladies.org",NA,NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_el-paso",NA,"r-ladies-el-paso.slack.com","Grace Smith Vidaurre, Marguerite Mauritz",NA,"Active"
"USA","Texas","Houston","https://www.meetup.com/rladies-houston/","https://twitter.com/rladieshouston","houston@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Jasmine N. Baker","Erin Hodgess, Jennifer Cai, Tulasi NARAYANAN Aayer","Active"
"USA","Texas","San Antonio",NA,NA,"sanantonio@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Emily Stone",NA,"Prospective"
"USA","U.S. Virgin Islands","Charlotte Amalie",NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,"Lavida Rogers",NA,"Prospective"
"USA","Utah","Provo",NA,NA,"provo@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Megdalynn Fisher, Katie Olson",NA,"Prospective"
"USA","Virginia","Charlottesville","https://www.meetup.com/rladies-charlottesville/","https://twitter.com/rladiescville","charlottesville@rladies.org",NA,NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_charlottesville",NA,NA,"Samantha Toet",NA,"Active"
"USA","Virginia","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erin Britton",NA,"Prospective"
"USA","Virginia","Woodbridge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rida Naseem",NA,"Prospective"
